#OTU ID	Bn27	Bn28	Bn31	Bn32	Bn35	Bn36	Bn63	Bn64	Bn67	Bn68	Bn71	Bn72
OTU1668	0	0	0	0	0	0	0	1	0	0	0	0
OTU1458	0	0	0	0	0	0	1	2	0	0	0	0
OTU181	1	1	2	1	1	0	1	1	4	1	0	0
OTU1756	1	0	0	0	0	0	1	0	1	1	2	0
OTU1501	0	0	0	0	0	3	1	0	0	0	0	0
OTU848	1	1	0	0	0	2	1	1	0	2	1	0
OTU1736	0	0	0	0	0	1	0	1	0	1	0	0
OTU825	0	0	0	0	0	0	1	1	0	0	0	0
OTU2035	0	0	0	0	0	0	0	0	1	0	0	0
OTU1327	1	1	0	2	0	0	0	1	0	3	0	0
OTU1953	0	3	0	1	0	0	0	0	0	0	0	1
OTU641	0	2	0	0	0	0	0	0	0	0	0	0
OTU502	0	1	0	2	0	0	0	0	0	1	2	2
OTU1466	0	0	0	0	0	0	0	0	0	0	1	0
OTU1253	2	0	0	0	1	0	0	0	0	0	0	0
OTU1025	1	2	1	2	0	3	0	1	0	1	0	0
OTU2107	0	0	0	0	0	1	0	0	0	0	0	0
OTU1467	0	0	0	0	0	2	0	0	0	0	3	1
OTU1371	0	0	2	0	1	3	0	0	1	0	2	1
OTU533	0	0	0	0	0	0	0	0	0	1	0	0
OTU2175	0	1	0	0	0	0	0	0	0	0	0	0
OTU1244	0	1	0	0	0	0	0	0	0	0	0	0
OTU2090	0	0	0	0	0	0	0	0	0	0	0	1
OTU1437	0	0	0	0	1	0	0	0	0	0	2	0
OTU1201	0	0	0	0	0	0	0	0	0	0	0	2
OTU1226	0	0	0	0	0	2	0	0	6	2	0	0
OTU1591	1	0	0	0	0	0	2	0	0	0	0	0
OTU1330	1	0	2	0	0	1	0	1	0	0	2	0
OTU1398	0	0	0	0	0	0	0	0	3	0	0	0
OTU1915	0	0	0	1	0	0	1	0	0	0	0	0
OTU1789	0	0	0	0	0	0	0	0	3	0	0	0
OTU1923	0	0	0	0	0	0	0	0	0	0	0	2
OTU2115	0	0	0	0	0	0	0	0	0	0	4	3
OTU1528	0	0	0	0	0	0	0	0	0	0	1	0
OTU951	0	0	0	0	0	0	0	0	3	0	0	0
OTU822	0	1	0	1	0	0	1	0	0	0	0	0
OTU363	0	0	0	0	0	0	0	0	1	1	0	0
OTU922	0	1	0	0	0	0	1	0	0	1	0	0
OTU1609	0	0	2	0	0	0	0	0	0	1	0	0
OTU1706	0	0	0	0	0	0	0	0	0	0	0	1
OTU2184	0	2	0	0	0	0	0	0	0	1	0	0
OTU2019	0	0	1	0	0	0	0	0	0	0	0	0
OTU588	0	0	4	1	1	0	2	2	7	0	0	0
OTU1488	0	0	0	0	2	0	1	2	2	0	0	0
OTU2057	1	1	1	0	0	0	0	6	0	0	0	1
OTU287	0	5	2	1	0	0	1	2	3	0	0	0
OTU530	0	0	2	1	0	0	0	0	0	0	0	0
OTU242	4	3	3	1	2	0	1	2	0	1	0	0
OTU2216	1	0	0	0	0	0	0	0	0	0	0	0
OTU1707	0	0	1	0	0	0	0	0	0	0	0	0
OTU1619	0	0	0	0	0	0	0	2	3	0	0	0
OTU673	0	0	0	3	0	0	1	0	0	0	0	0
OTU414	0	5	7	0	2	1	2	2	3	2	0	9
OTU1165	2	4	2	2	0	0	0	0	0	0	0	0
OTU297	1	1	2	0	0	0	0	0	6	2	0	2
OTU1747	2	0	2	0	0	0	0	0	0	0	0	0
OTU1047	0	1	0	0	0	0	0	0	1	0	0	0
OTU674	0	0	0	1	1	0	1	0	1	0	1	1
OTU1894	0	1	0	0	0	0	0	0	0	0	0	0
OTU1096	0	0	0	0	1	0	0	0	2	1	1	0
OTU883	1	1	1	1	0	0	0	0	0	0	3	2
OTU203	3	0	2	0	0	0	0	1	12	2	0	3
OTU1235	1	0	0	2	0	0	0	0	0	0	0	0
OTU1274	0	0	0	0	0	0	3	0	0	0	0	1
OTU171	5	5	14	2	2	4	3	9	25	9	0	5
OTU2116	1	0	0	0	1	0	0	0	0	1	0	0
OTU221	0	3	4	3	0	2	4	1	2	2	2	3
OTU413	1	2	1	7	0	0	0	4	0	0	0	2
OTU1884	0	0	0	1	0	0	0	0	0	0	0	0
OTU2192	0	0	0	0	0	0	0	1	0	0	0	0
OTU1723	0	0	0	0	0	0	2	0	0	0	0	0
OTU1249	0	0	0	3	0	1	2	1	1	0	0	0
OTU805	0	0	0	2	1	0	0	0	4	0	0	0
OTU283	0	2	4	3	3	0	0	5	0	1	0	2
OTU1829	0	0	0	0	0	0	1	1	0	0	0	0
OTU1270	0	0	0	0	0	0	0	1	0	0	1	0
OTU578	0	1	0	1	0	0	2	0	0	1	0	0
OTU1394	0	0	0	0	0	0	0	0	0	0	1	0
OTU1888	0	0	0	0	0	0	0	0	0	0	1	0
OTU1325	0	0	0	0	0	0	0	0	0	0	2	0
OTU1656	0	0	0	0	0	0	0	0	0	2	0	0
OTU1780	0	0	0	0	0	1	0	0	0	0	0	0
OTU1438	0	1	0	1	0	0	2	0	0	0	0	1
OTU684	1	0	0	0	1	0	0	0	0	0	0	0
OTU1045	0	0	0	2	0	0	0	1	0	2	0	0
OTU1513	1	0	1	0	0	0	3	2	1	1	0	0
OTU408	0	0	0	0	0	0	2	0	1	1	0	0
OTU1331	0	0	0	0	0	0	0	0	0	2	0	0
OTU1397	0	0	0	0	0	0	0	0	0	0	0	2
OTU1415	1	0	0	1	1	2	0	0	0	0	0	0
OTU2060	1	0	0	0	0	0	0	0	0	0	0	0
OTU1083	0	0	0	0	0	0	0	0	0	0	2	3
OTU695	0	0	0	1	0	0	0	1	0	0	0	0
OTU1616	3	2	0	0	0	0	0	0	2	3	0	6
OTU1435	0	0	0	0	0	0	0	0	0	0	0	1
OTU754	1	0	0	0	0	0	0	0	0	0	0	0
OTU1143	0	1	1	0	0	0	0	0	0	0	0	0
OTU163	4	0	4	0	4	2	3	6	3	8	1	10
OTU1577	1	0	0	0	2	0	1	0	1	0	1	0
OTU2062	0	0	0	0	2	0	1	0	0	0	2	3
OTU545	0	0	1	0	0	0	0	2	0	0	0	1
OTU2176	0	0	0	0	0	4	0	0	0	0	4	4
OTU346	4	1	9	1	9	5	2	2	4	1	6	9
OTU1298	0	0	0	0	2	0	0	5	1	0	0	0
OTU372	1	1	0	0	0	0	0	3	3	0	0	0
OTU766	1	1	0	0	0	0	0	0	0	0	2	1
OTU482	0	2	0	0	5	0	0	1	0	4	0	1
OTU932	0	0	0	0	0	0	0	0	0	0	0	1
OTU583	0	3	2	0	3	0	3	0	0	0	1	1
OTU1701	0	2	0	0	0	0	0	0	0	0	0	0
OTU215	0	0	6	2	5	0	0	0	0	0	0	0
OTU320	0	1	1	1	0	0	1	1	0	2	0	0
OTU1675	0	0	0	0	0	0	0	0	0	0	4	0
OTU1521	1	0	0	0	0	0	0	1	0	0	0	0
OTU1323	0	1	0	0	0	0	0	0	0	0	0	0
OTU1849	0	0	0	0	0	0	0	0	0	0	0	2
OTU1106	2	0	0	0	0	0	0	1	0	0	0	0
OTU2092	1	0	0	0	0	0	1	0	0	2	0	0
OTU1116	1	0	0	1	0	2	0	0	0	0	0	0
OTU551	1	1	3	0	1	0	3	1	0	1	1	1
OTU1620	0	1	0	0	0	2	0	0	0	0	0	0
OTU1802	0	0	0	0	0	0	0	0	0	3	0	0
OTU1000	1	1	0	0	0	0	0	0	0	0	0	0
OTU1621	0	0	0	0	0	0	0	0	2	0	0	0
OTU586	1	0	0	0	1	0	0	0	0	0	3	0
OTU1436	0	0	0	0	0	0	1	0	0	0	0	0
OTU1697	0	0	0	1	0	0	0	0	0	0	0	0
OTU1136	0	1	0	0	0	0	0	0	0	0	0	1
OTU1510	0	0	0	0	0	0	0	0	0	0	1	0
OTU1387	0	0	0	2	0	0	0	0	0	0	0	0
OTU1087	0	0	0	0	0	1	0	0	0	0	0	0
OTU1176	0	0	0	1	0	0	0	2	0	0	0	0
OTU854	0	0	4	0	0	0	0	0	0	0	1	0
OTU1271	0	0	0	0	0	0	2	0	0	0	0	0
OTU1855	0	0	1	1	0	0	1	0	0	0	0	0
OTU1074	1	0	0	2	0	0	0	0	0	1	0	0
OTU1061	0	0	0	0	0	0	0	1	0	1	0	0
OTU1945	0	0	0	1	0	0	0	0	0	0	0	0
OTU2085	0	1	1	0	0	0	0	1	0	0	0	0
OTU1431	0	0	0	0	1	0	0	0	0	0	0	0
OTU947	0	2	3	2	0	2	0	0	1	2	1	1
OTU405	0	1	0	0	0	40	0	0	0	0	0	6
OTU722	0	0	0	0	0	0	0	0	0	0	0	5
OTU1396	0	0	2	0	0	0	0	0	0	0	0	0
OTU1753	0	0	0	0	0	3	0	0	0	0	1	0
OTU351	1	3	1	0	1	1	4	0	0	0	2	0
OTU1198	1	1	1	0	0	0	0	1	2	0	0	3
OTU1553	1	0	1	0	0	0	3	1	1	0	0	0
OTU1448	0	1	0	0	0	0	0	0	0	0	0	0
OTU1985	0	0	0	0	0	0	0	2	0	0	2	0
OTU1839	0	0	0	0	0	0	0	0	0	1	0	0
OTU1672	0	0	0	1	0	0	0	0	2	1	1	2
OTU2222	0	0	0	0	0	0	0	1	0	0	0	0
OTU2129	3	2	0	3	1	5	0	4	3	0	0	1
OTU515	6	5	2	7	0	3	3	6	8	9	0	1
OTU2164	0	0	0	0	1	4	0	1	0	0	0	2
OTU913	2	5	0	2	0	9	6	5	6	4	2	5
OTU664	0	3	1	3	2	1	4	7	2	2	3	0
OTU1197	0	0	0	1	0	2	0	0	5	0	1	0
OTU1500	1	1	0	0	0	0	4	2	0	0	2	2
OTU1452	2	0	0	0	2	5	1	0	2	1	1	6
OTU901	3	1	2	5	2	6	9	6	8	1	11	5
OTU461	0	2	0	3	1	5	3	2	5	3	0	0
OTU1412	0	0	0	0	0	0	0	0	0	0	0	1
OTU1395	1	1	1	1	0	0	1	7	3	1	0	0
OTU2205	0	1	0	1	0	0	0	0	0	1	1	0
OTU647	1	0	2	0	0	0	1	1	0	1	2	3
OTU538	0	0	0	1	0	0	3	2	3	4	4	2
OTU1108	0	0	0	0	0	0	0	0	0	0	2	0
OTU1625	4	1	0	0	0	0	3	2	8	1	0	3
OTU1009	0	3	1	1	0	2	1	1	0	4	0	0
OTU1259	1	2	1	4	0	0	5	3	1	1	1	0
OTU1029	3	3	1	4	0	0	0	2	0	5	0	1
OTU783	1	0	0	2	0	0	2	6	1	2	0	2
OTU785	0	0	0	4	0	1	0	0	0	0	0	1
OTU927	1	3	2	6	2	2	3	3	6	3	1	2
OTU2156	1	2	0	1	0	1	0	0	1	0	0	0
OTU2165	0	0	0	0	0	0	1	0	0	0	4	0
OTU236	4	3	6	0	1	3	12	2	4	3	2	1
OTU432	4	6	7	3	1	1	12	6	3	2	3	4
OTU1389	3	5	1	6	0	4	18	4	14	9	19	21
OTU829	0	0	0	0	0	3	0	1	1	0	2	1
OTU760	0	0	0	0	0	0	0	0	0	0	1	0
OTU238	9	3	3	5	0	4	3	0	2	0	6	4
OTU141	1	1	1	4	0	1	1	2	0	3	0	2
OTU811	0	0	0	0	0	0	2	0	0	0	0	0
OTU495	0	0	2	5	3	10	1	7	1	4	10	12
OTU659	4	6	2	4	2	3	2	4	1	1	1	1
OTU843	1	0	1	0	0	0	0	0	0	0	0	0
OTU1170	0	0	0	0	0	1	0	0	0	0	0	0
OTU844	4	0	3	0	1	0	0	0	0	0	6	5
OTU1276	0	1	0	0	0	0	0	1	0	0	0	0
OTU1895	0	0	1	0	0	0	0	0	0	0	0	0
OTU1376	1	0	0	2	0	0	3	1	0	2	0	0
OTU1657	1	0	0	0	0	0	0	0	0	0	1	0
OTU2204	1	0	1	0	0	0	1	1	0	2	1	3
OTU725	0	0	0	1	0	0	3	1	0	0	0	1
OTU2130	0	1	0	0	0	0	3	0	5	0	0	0
OTU1073	0	0	0	0	0	0	0	0	0	1	5	5
OTU300	9	7	1	10	0	1	11	2	10	5	9	3
OTU716	0	1	0	1	0	0	0	1	2	0	5	4
OTU1696	0	0	0	0	0	1	0	0	2	2	0	0
OTU1937	0	2	0	0	0	0	0	1	0	0	0	0
OTU492	2	1	1	1	1	0	0	3	4	0	1	6
OTU1758	0	3	0	0	0	0	0	0	0	0	0	0
OTU1279	0	0	0	0	0	0	0	0	0	1	0	0
OTU1536	0	0	0	1	0	2	0	0	0	0	1	5
OTU554	1	0	3	1	2	0	1	0	3	0	0	0
OTU1993	0	0	1	0	4	2	0	0	0	0	4	2
OTU682	0	0	0	2	0	0	2	2	0	0	0	0
OTU70	21	12	28	16	63	18	19	5	13	6	29	14
OTU1140	4	13	9	2	16	12	3	6	3	1	9	8
OTU888	5	0	1	1	0	1	3	0	0	1	3	1
OTU539	0	0	0	0	1	1	0	1	2	0	0	0
OTU996	0	2	2	4	0	0	10	0	5	0	0	0
OTU1627	0	0	0	0	0	0	1	0	0	0	0	0
OTU749	0	1	2	0	0	0	4	2	0	1	0	0
OTU557	2	2	4	3	3	3	0	0	5	0	1	2
OTU781	2	6	9	4	5	5	6	1	1	4	0	4
OTU1569	0	0	0	0	0	0	0	0	1	0	0	0
OTU838	0	0	0	1	0	0	0	0	0	0	0	0
OTU1175	0	0	0	0	1	0	1	0	0	1	0	0
OTU348	6	6	7	3	1	1	13	2	1	0	0	0
OTU370	1	0	0	0	0	0	0	0	3	0	0	0
OTU1678	0	0	1	1	0	0	1	0	0	5	0	0
OTU731	1	3	1	0	3	0	1	0	0	0	0	0
OTU1363	0	0	0	0	1	0	0	0	0	0	1	0
OTU699	0	0	0	0	5	2	0	0	0	0	1	3
OTU1158	1	0	0	0	0	0	0	0	0	0	0	2
OTU2024	0	0	0	0	0	0	1	1	0	1	0	0
OTU1771	0	0	0	0	0	1	0	0	0	0	0	0
OTU1922	1	0	0	0	0	0	0	2	0	0	0	0
OTU1693	5	6	9	6	3	0	5	1	0	1	1	0
OTU644	0	0	0	2	1	5	0	0	0	0	0	2
OTU1004	0	0	0	0	0	0	0	0	0	0	1	0
OTU1725	3	2	0	2	0	0	5	1	0	0	0	1
OTU560	1	1	0	1	0	0	1	3	0	0	0	1
OTU692	0	0	0	0	0	0	1	0	1	0	1	1
OTU2113	1	0	0	0	1	3	2	0	1	0	1	0
OTU43	53	52	35	65	48	140	48	77	47	50	100	75
OTU1979	1	3	0	0	0	3	4	0	2	2	5	0
OTU1502	0	0	0	0	0	0	0	0	0	2	0	0
OTU399	2	0	0	1	1	0	1	1	3	2	5	2
OTU788	0	6	1	4	0	0	0	0	2	0	0	0
OTU1540	0	0	0	0	0	0	0	0	0	1	1	0
OTU1879	1	1	0	0	0	0	0	0	1	1	0	0
OTU2172	0	0	0	1	0	0	0	2	1	1	0	0
OTU944	5	0	0	3	1	1	3	2	7	1	0	1
OTU1667	0	0	0	0	0	1	5	0	0	1	1	0
OTU1880	0	1	0	0	0	0	5	0	4	0	0	0
OTU564	6	1	1	5	4	8	15	6	16	4	32	10
OTU1222	2	1	0	1	1	2	0	1	0	1	0	3
OTU1703	0	1	0	0	0	0	4	0	4	0	0	1
OTU1351	0	0	0	2	0	1	2	0	0	3	3	0
OTU2223	0	2	0	1	0	0	1	0	3	2	0	0
OTU1139	1	0	0	2	0	1	1	0	1	0	1	2
OTU640	0	2	1	2	2	0	3	1	0	0	0	1
OTU466	0	2	0	0	0	0	4	1	0	3	2	2
OTU928	2	6	0	0	0	0	12	8	11	3	0	1
OTU691	3	1	0	4	0	0	7	0	1	3	0	0
OTU1737	2	0	1	0	0	0	0	0	2	0	1	1
OTU478	0	1	3	1	0	1	6	2	4	0	2	1
OTU672	7	0	1	6	1	4	5	9	4	6	12	13
OTU601	2	2	1	0	0	0	0	2	4	1	0	1
OTU485	3	1	0	0	2	2	2	4	1	2	4	2
OTU1957	2	3	2	1	0	0	0	1	0	1	0	0
OTU1242	1	1	1	1	2	0	0	1	0	0	1	0
OTU1375	1	1	0	0	0	0	3	2	1	0	0	0
OTU487	1	3	2	1	2	0	1	7	0	6	4	3
OTU1525	2	1	1	0	0	0	0	2	0	1	1	7
OTU1301	1	3	1	1	0	0	0	6	2	10	0	0
OTU2211	1	0	0	0	0	1	0	2	0	1	2	1
OTU1539	4	2	3	3	0	2	2	1	2	2	0	0
OTU1030	2	5	1	0	0	1	0	5	3	2	0	2
OTU2159	0	2	0	0	0	0	0	0	0	0	0	2
OTU1237	2	0	2	5	0	2	3	8	8	3	2	2
OTU369	3	4	1	3	0	3	1	3	0	7	0	0
OTU2064	0	0	0	1	1	0	2	0	0	2	0	0
OTU254	3	0	5	0	0	1	3	2	7	0	3	1
OTU1559	0	1	2	0	0	0	1	0	0	0	0	0
OTU845	0	0	0	0	0	0	0	0	3	0	0	0
OTU210	14	5	13	13	16	26	29	10	21	5	22	11
OTU1008	1	0	2	3	3	2	5	0	4	3	8	0
OTU398	8	2	4	3	6	5	9	5	5	0	14	6
OTU741	2	0	0	2	0	2	1	5	8	3	3	0
OTU1439	0	0	3	0	3	6	0	0	0	3	4	2
OTU402	5	2	7	5	6	6	8	0	3	2	6	4
OTU1051	0	1	2	0	0	6	2	0	0	0	0	1
OTU1335	2	0	0	0	0	6	0	0	3	4	2	1
OTU166	29	16	22	40	2	7	25	21	15	38	2	2
OTU332	7	12	7	14	1	7	9	12	2	9	1	0
OTU196	11	8	6	18	0	1	12	14	4	10	0	0
OTU180	19	25	18	13	3	19	11	11	16	17	7	4
OTU295	1	8	4	7	0	1	4	6	0	5	4	3
OTU801	3	3	5	2	0	8	2	6	2	3	5	2
OTU264	17	21	25	43	9	28	14	7	12	11	15	24
OTU744	4	3	3	0	0	3	6	2	0	3	0	0
OTU528	4	6	6	9	8	18	11	9	7	2	0	11
OTU552	3	3	2	3	3	11	0	4	1	2	3	8
OTU806	0	0	0	0	2	9	0	0	0	0	12	9
OTU1942	1	1	0	1	0	0	1	2	6	2	0	0
OTU506	2	5	2	3	0	0	3	6	0	3	0	0
OTU709	2	8	11	7	0	1	2	4	2	3	4	3
OTU101	19	24	18	47	5	27	12	24	17	21	8	25
OTU161	25	27	28	25	1	10	24	34	10	32	1	2
OTU40	130	133	109	209	32	126	160	125	123	125	46	72
OTU219	13	13	3	7	9	8	14	8	17	7	7	7
OTU1392	4	0	1	2	0	0	0	5	0	2	0	0
OTU739	0	1	0	0	0	3	1	2	0	2	0	0
OTU1069	0	0	0	1	1	0	0	0	0	1	2	0
OTU1647	0	0	0	0	0	0	0	0	0	3	0	0
OTU1674	0	0	0	1	0	0	0	0	0	0	0	0
OTU1580	0	3	1	0	1	1	3	4	0	0	0	1
OTU1049	0	0	0	0	0	6	0	0	0	0	0	2
OTU1999	0	1	0	0	0	0	0	0	0	0	3	0
OTU799	0	1	0	1	0	0	1	1	3	3	2	1
OTU1177	1	0	0	1	0	1	3	3	0	0	0	0
OTU2088	0	2	1	4	0	2	0	1	2	4	0	1
OTU623	2	2	5	5	1	2	7	2	6	2	1	4
OTU1497	0	1	0	0	0	1	0	0	0	2	0	0
OTU2104	0	0	0	1	0	1	0	0	0	1	0	2
OTU1649	0	0	0	0	0	1	0	0	0	0	0	3
OTU2043	0	1	0	1	0	1	0	1	0	1	0	0
OTU1869	1	0	0	0	1	1	5	1	5	3	1	0
OTU1495	0	1	1	0	0	0	0	0	0	2	0	0
OTU281	14	11	7	13	8	8	28	21	5	15	13	4
OTU958	0	2	0	4	1	2	0	1	2	2	0	0
OTU1057	1	1	0	5	3	7	0	2	0	0	6	2
OTU941	0	0	0	0	0	0	0	0	2	0	0	0
OTU1384	0	0	1	0	0	0	0	0	0	0	0	0
OTU184	10	12	20	7	0	1	22	17	7	24	0	0
OTU569	1	1	0	0	0	9	2	1	3	3	4	2
OTU1482	1	0	0	0	0	1	0	0	0	0	0	0
OTU199	8	13	9	10	2	6	7	8	4	12	1	1
OTU191	2	2	2	2	0	3	13	3	1	2	2	8
OTU1734	0	0	0	0	0	0	0	0	0	0	1	0
OTU742	1	0	1	1	1	0	3	5	4	7	0	0
OTU582	2	1	0	1	1	0	1	0	0	0	2	8
OTU1361	2	0	0	0	0	1	1	1	2	3	0	0
OTU1041	1	0	0	0	0	0	1	1	2	3	0	0
OTU1828	1	0	0	0	0	0	0	0	0	0	0	0
OTU1052	0	2	1	0	0	1	2	0	0	0	0	0
OTU1845	2	3	4	3	5	9	2	1	1	2	0	9
OTU768	1	0	0	1	1	4	0	0	0	1	1	1
OTU394	1	4	1	1	1	2	6	3	0	13	2	0
OTU1608	0	0	5	0	0	2	0	0	1	4	4	1
OTU511	3	8	4	5	1	0	0	5	4	5	0	0
OTU2047	0	0	0	0	0	0	2	0	0	0	1	0
OTU770	0	1	0	4	1	0	0	0	0	0	0	0
OTU1263	0	1	0	0	0	1	0	0	0	0	1	0
OTU755	0	3	0	0	0	0	0	2	0	0	0	0
OTU1036	1	0	0	1	0	0	1	1	0	0	0	0
OTU518	5	4	2	1	2	4	5	3	7	5	1	3
OTU1777	0	0	1	0	0	1	1	1	0	0	1	2
OTU353	1	4	7	7	1	8	2	4	3	16	7	7
OTU468	0	1	1	5	4	5	1	1	5	1	5	7
OTU720	1	2	1	1	3	4	3	1	3	5	3	3
OTU626	0	0	0	0	1	1	4	0	2	4	0	1
OTU1343	1	2	0	0	0	0	0	0	0	0	0	0
OTU131	3	10	6	8	9	6	9	10	2	3	9	4
OTU246	1	0	5	3	1	0	3	5	3	5	2	0
OTU505	0	3	7	4	0	3	4	3	3	2	1	1
OTU489	3	8	3	1	3	1	5	4	0	4	6	0
OTU412	2	4	2	4	0	6	4	3	0	7	7	3
OTU1421	0	0	0	1	0	0	0	0	0	0	0	0
OTU568	0	1	3	3	0	0	2	2	1	1	0	0
OTU328	4	7	8	6	2	0	2	3	5	4	0	0
OTU1527	1	0	1	0	3	0	1	0	0	0	0	0
OTU1772	0	2	0	0	0	0	0	0	0	0	0	0
OTU585	1	0	0	0	0	0	2	0	0	0	0	0
OTU256	1	3	5	0	1	1	6	3	2	0	0	0
OTU969	0	0	1	2	1	0	1	0	0	2	0	0
OTU778	2	0	1	0	1	2	0	0	0	0	0	0
OTU1095	0	0	1	0	2	2	0	0	0	1	0	2
OTU1211	0	1	3	0	0	0	1	2	0	0	0	0
OTU444	3	10	2	2	0	2	4	3	5	1	1	5
OTU546	4	2	2	1	0	0	0	0	9	2	0	0
OTU503	1	3	4	5	0	0	2	2	4	1	0	2
OTU418	3	1	2	0	0	1	3	2	0	1	0	1
OTU955	3	4	3	8	0	3	7	2	1	0	2	2
OTU1021	0	2	2	1	0	0	2	4	0	1	1	0
OTU872	0	0	4	0	0	0	3	1	4	5	0	0
OTU2220	0	0	0	0	0	0	0	0	0	0	0	2
OTU898	0	0	0	0	0	0	2	1	0	0	0	0
OTU729	2	2	5	3	0	1	2	5	4	2	0	0
OTU1811	0	1	0	0	0	0	1	1	0	2	0	0
OTU2063	0	0	0	1	0	0	3	1	3	0	2	1
OTU1727	1	1	0	0	0	0	3	1	0	0	0	0
OTU1340	0	0	0	0	0	0	0	0	0	0	0	2
OTU814	0	0	0	0	0	0	0	1	0	0	2	3
OTU1587	0	1	0	0	0	0	0	0	0	0	0	0
OTU970	1	0	0	4	0	0	1	0	1	0	2	0
OTU618	0	0	0	1	1	2	0	0	0	1	0	0
OTU1193	0	0	0	0	0	0	0	0	0	0	3	0
OTU1076	0	2	0	1	1	2	2	0	0	3	0	2
OTU483	0	0	0	1	0	2	3	2	0	0	2	0
OTU1927	0	0	0	3	0	1	0	1	1	0	1	3
OTU866	0	2	0	3	4	1	2	1	0	2	5	7
OTU1238	0	0	0	0	0	0	0	0	0	0	1	0
OTU2050	1	0	0	0	1	1	0	2	0	0	0	1
OTU1826	0	0	1	0	0	0	0	0	2	0	0	1
OTU1817	0	0	0	0	0	0	0	0	0	0	0	1
OTU1934	0	0	0	0	0	3	1	0	0	0	2	1
OTU1594	2	0	1	0	2	3	6	1	0	4	3	1
OTU1815	3	0	0	0	0	0	0	0	0	0	0	0
OTU1339	0	3	0	0	0	0	5	2	3	1	0	0
OTU1986	0	0	0	0	0	0	0	1	0	2	1	0
OTU1168	0	0	0	0	0	0	0	0	1	0	0	0
OTU962	0	0	0	1	0	1	0	0	0	0	3	4
OTU1464	0	0	0	0	1	0	0	0	0	0	1	5
OTU1988	0	0	0	0	0	0	1	2	2	0	1	1
OTU1058	0	0	1	1	2	0	0	1	0	1	1	0
OTU1018	0	0	0	1	0	0	1	0	2	0	1	0
OTU1245	0	0	0	1	0	0	0	0	0	0	0	0
OTU1214	0	0	0	0	1	0	0	0	0	0	2	0
OTU908	0	0	0	0	0	0	0	0	0	2	0	3
OTU273	0	0	3	1	1	2	0	0	1	0	7	11
OTU1666	1	1	0	0	0	4	0	1	0	4	6	2
OTU736	0	0	1	1	0	2	1	3	3	0	0	3
OTU1853	0	0	0	0	0	0	0	0	0	0	0	2
OTU1137	1	0	0	0	0	1	0	0	0	0	2	0
OTU111	10	13	4	11	3	5	16	8	5	6	3	17
OTU834	1	3	1	0	0	5	2	9	0	2	1	4
OTU858	1	3	0	1	5	5	4	1	1	0	8	2
OTU1374	0	0	0	2	0	1	0	0	0	1	2	5
OTU2191	0	0	0	0	1	0	0	0	0	0	0	1
OTU1146	0	2	0	0	0	1	1	0	0	0	1	0
OTU420	0	0	0	0	1	1	1	0	4	1	8	1
OTU1443	2	1	2	1	0	0	2	0	2	3	0	0
OTU577	0	0	0	0	0	2	0	0	0	0	5	0
OTU869	3	0	2	0	0	4	1	2	2	5	1	2
OTU1457	2	5	1	2	0	6	1	4	2	2	2	5
OTU972	2	2	1	1	0	3	0	0	0	0	4	2
OTU303	7	6	5	7	3	9	9	7	6	2	7	10
OTU991	0	1	0	0	0	0	3	0	1	0	0	0
OTU761	3	0	0	1	0	0	0	0	0	0	3	1
OTU1906	0	1	0	0	0	1	2	3	0	1	2	2
OTU1573	1	0	0	0	0	0	0	0	0	0	0	0
OTU1921	0	0	0	0	0	2	0	0	0	0	0	0
OTU2169	0	0	0	0	2	0	0	1	0	1	0	0
OTU1917	0	0	0	0	0	0	0	0	0	0	2	1
OTU2171	0	0	0	1	0	0	0	0	0	0	0	0
OTU1735	0	0	0	0	0	0	0	1	0	0	0	0
OTU1732	0	1	0	1	0	0	0	1	0	1	0	1
OTU1028	1	2	1	0	0	2	0	0	0	1	2	0
OTU2179	0	0	0	0	0	0	0	0	0	0	1	0
OTU988	1	0	1	0	0	0	2	2	0	2	2	4
OTU840	1	0	0	0	1	0	2	1	2	0	0	2
OTU630	0	0	0	0	1	0	0	0	0	0	0	1
OTU2238	1	3	2	1	2	0	1	3	0	1	4	1
OTU841	0	0	0	1	1	2	0	0	0	0	1	1
OTU438	5	2	2	2	0	0	4	2	0	4	0	0
OTU797	2	0	0	2	0	2	0	1	6	1	1	0
OTU1130	0	0	0	0	0	0	0	0	0	0	2	1
OTU896	0	0	0	1	0	1	0	0	0	0	0	0
OTU860	0	0	0	0	1	0	1	0	3	0	0	1
OTU2200	1	1	0	0	0	0	1	0	0	0	0	0
OTU1978	3	3	2	1	0	2	1	0	0	0	0	0
OTU1893	1	0	0	0	0	0	1	0	0	0	0	0
OTU1380	0	0	0	0	1	1	1	0	0	1	1	0
OTU997	2	2	1	0	1	0	1	0	1	1	1	4
OTU498	5	9	1	5	1	13	5	10	12	10	8	7
OTU1511	1	1	1	4	0	4	0	0	0	1	3	3
OTU1307	0	1	0	0	0	0	0	1	4	0	0	1
OTU1166	0	0	0	1	0	1	0	0	2	0	3	1
OTU1872	2	1	0	0	1	0	0	1	0	0	0	0
OTU1329	1	1	0	0	0	0	0	0	0	0	0	0
OTU1997	3	1	0	0	1	2	4	3	2	3	3	1
OTU813	4	1	0	1	0	0	2	0	0	0	0	3
OTU1564	0	0	1	0	0	0	1	0	0	3	0	1
OTU1596	1	0	1	0	0	0	2	0	0	0	0	0
